object,long,lat,name,comune
early childhood center,-58.40703967,-34.61965304,SAN FRANCISCO DE ASIS,3
early childhood center,-58.46289009,-34.63023016,SAN JOSE DE FLORES,7
early childhood center,-58.35864687,-34.63719906,SAN JUAN EVANGELISTA,4
early childhood center,-58.43122408,-34.64085339,SEMILLA DEL ALFARERO,7
early childhood center,-58.39729571,-34.61070102,SEMILLITAS,3
early childhood center,-58.4692108,-34.65398169,SEMILLITAS DE ESPERANZA,9
early childhood center,-58.45575583,-34.66454991,THIAGO ANDRES,8
early childhood center,,,TIEMPOS DE COMPARTIR,
early childhood center,-58.47139113,-34.68419511,UN CUENTITO DE VERDAD,8
early childhood center,-58.38865264,-34.62208803,ZAPATITO,1
integral women's center,-58.485759,-34.646417,Alfonsina Storni,9
integral women's center,-58.398846,-34.596667,Alicia Moreau,2
integral women's center,-58.411872,-34.611991,Arminda Aberastury,3
integral women's center,-58.482743,-34.632707,Carolina Muzzilli,10
integral women's center,-58.456590,-34.629444,Dignxs de Ser,7
integral women's center,-58.419187,-34.601255,Elvira Rawson,5
integral women's center,-58.446295,-34.590629,Fenia Chertkoff,15
integral women's center,-58.369359,-34.620693,Isabel Calvo,1
integral women's center,-58.453285,-34.613900,Lugar de Mujer,6
integral women's center,-58.450543,-34.566153,Macacha Güemes,13
integral women's center,-58.411686,-34.612092,Margarita Malharro,3
integral women's center,-58.524155,-34.613320,María Gallego,11
integral women's center,-58.455799,-34.670345,Minerva Mirabal,8
integral women's center,-58.396437,-34.630000,Pepa Gaitán,4
integral women's center,-58.478951,-34.544428,Trayectoria por una Vida sin Violencia,12
home or hostel,-58.373035,-34.612617,Hogar 26 de Julio,1
home or hostel,-58.369815,-34.617307,Hogar Félix Lora,1
home or hostel,-58.403496,-34.646345,Parador Bepo Ghezzi,4
home or hostel,-58.354246,-34.636198,Centro de Acompañamiento y Seguimiento Social La Boca,4
home or hostel,-58.353457,-34.623441,Centro de Inclusión Social Costanera,4
home or hostel,-58.375788,-34.627075,Parador Azucena Villaflor,1
home or hostel,,,Parador Retiro,1
home or hostel,-58.383606,-34.629123,Hogar El Amparo - Ejército de Salvación,1
home or hostel,-58.379228,-34.640971,Hogar El Refugio - Ejército de Salvación,4
home or hostel,-58.383606,-34.629123,Hogar Betania - Ejército de Salvación,1
home or hostel,-58.375567,-34.623969,Hogar Año Santo - Cáritas,1
home or hostel,-58.414780,-34.643137,Hogar San Martín de Porres - Cáritas,4
home or hostel,-58.414780,-34.643137,Hogar San Francisco de Asís - Cáritas,4
home or hostel,-58.462890,-34.630233,Parador San José de Flores - Arzobispado de Buenos Aires,7
home or hostel,,,Hogar Santa María del Pueblo Villa 1-11-14 - Arzobispado de Buenos Aires,7
home or hostel,-58.447907,-34.548038,Hogar Amparo Maternal - Asociación Damas Católicas de San José,13
home or hostel,-58.446833,-34.592540,Hogar Niño Jesús - Comedor Infantil Niño Jesús Asociación Civil,15
home or hostel,-58.404633,-34.642554,Centro de Integración Monteagudo - Proyecto 7,4
home or hostel,-58.395921,-34.632770,Hogar Frida - Proyecto 7,4
home or hostel,,,Hogar Isauro Arancibia - Isauro Arancibia Asociación Civil,1
home or hostel,-58.393786,-34.610494,Hogar Renacer Madres - Accionando Sueños,3
home or hostel,-58.503672,-34.634434,Hogar Renacer - Accionando Sueños,10
home or hostel,-58.422537,-34.606049,Hogar ASAC - Asociación de Ayuda al Ciego,5
home or hostel,-58.504086,-34.643181,"Hogar HODIF - Asociación Pro Hogares y Promoción del Discapacitado ""Monseñor Francois""",10
home or hostel,-58.478334,-34.623819,"Hogar HODIF - Asociación Pro Hogares y Promoción del Discapacitado ""Monseñor Francois""",10
home or hostel,-58.478775,-34.560056,Hogar Naón - Fundación Pobre de Asís,12
home or hostel,-58.433462,-34.574829,Hogar Kaupé - Fundación Pobre de Asís,14
home or hostel,-58.442829,-34.636060,Natatorio del Polideportivo Parque Chacabuco,7
home or hostel,-58.474224,-34.645812,Polideportivo Avellaneda,9
home or hostel,-58.389291,-34.649017,Polideportivo Pereyra,4
home or hostel,,,Siempre es Hoy,8
home or hostel,-58.466960,-34.622624,Hogar Puente 1 - Puentes de Esperanza,7
neighborhood play center,-58.5144842190285,-34.5931101709672,ALBORADA,11
neighborhood play center,-58.365417273336,-34.6269877349554,CATALINAS,4
neighborhood play center,-58.358068966883,-34.642558849902,LA BOCA,4
neighborhood play center,-58.3782941101778,-34.6358608739225,BARRACAS (TM - TT),4
neighborhood play center,-58.419567648214,-34.6306686258348,BOEDO,5
neighborhood play center,-58.4547586962208,-34.6242234864005,CABALLITO,7
neighborhood play center,-58.4941944983056,-34.6686656744403,LA VOLUNTAD DEL CIELO,8
neighborhood play center,-58.5251670770919,-34.6493224373943,LINIERS,9
neighborhood play center,-58.4784195649789,-34.6183344569542,SANTA RITA,11
neighborhood play center,-58.4376384471781,-34.5550753875316,CENTRO LUDICO,13
neighborhood play center,-58.4046554326971,-34.5979471072724,CRECIENDO,2
neighborhood play center,-58.3946190694393,-34.6611043219016,AMOR Y PAZ,4
neighborhood play center,-58.3949132439951,-34.6579552969035,EL ALFARERO,4
neighborhood play center,-58.4875289842317,-34.5504180015597,JACARANDA BARRIO MITRE,12
social organization,-58.378478165307,-34.6055638933487,Oficina central Subsecretaría de Hábitat e Inclusión,1
social organization,-58.4428915778772,-34.6653434874475,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),8
social organization,-58.4566185161527,-34.6546581102935,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),8
social organization,-58.4366890096364,-34.6467990810514,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),7
social organization,-58.4330156037888,-34.6505693348718,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),7
social organization,-58.4549921874748,-34.6641238098824,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),8
social organization,-58.4631255801203,-34.6716302851759,Comedor Niño Jesús,8
social organization,-58.4626236776857,-34.6719529986928,Comedor Los Leones Agrandados,8
social organization,-58.4638948390273,-34.6743688311404,Cancha San Juan Bautista,8
social organization,-58.4629673766545,-34.673129367556,Cancha de todos,8
social organization,-58.462192692192,-34.6723856851845,Cancha Lorenza,8
social organization,-58.4618599119193,-34.6718222881266,Cancha manzana 30,8
social organization,-58.4680738000608,-34.6734808079529,Cancha Huerfanos,8
social organization,-58.4671480514843,-34.6765854259228,ESCUELA N° 19 DE 21 HERMANOS LATINOAMERICANOS,8
social organization,-58.4671480514843,-34.6765854259228,EEM Nº 01 DE 21,8
social organization,-58.4671628379814,-34.6757118888575,Comedor Comunitario Polo de Esperanza,8
social organization,-58.4680576997643,-34.6776183808015,Comedor Copacabana,8
social organization,-58.4693134118622,-34.6765431242438,Centro de jubilados y pensionados Brindes esperanzas,8
social organization,-58.4694072589839,-34.6766386708747,Asoc. Civil Fuerza social Sur de acción comunitaria,8
social organization,-58.4683356116977,-34.6726514785009,Centro Acceso a la Justicia,8
social organization,-58.465328229845,-34.6773865826356,RED PUENTES,8
social organization,-58.4660609518351,-34.6799306236533,ESCUELA TECNICA Nº 13 ING. JOSE LUIS DELPINI DE 21 Nº: 13 - D. E.: 21,8
social organization,-58.4648728850769,-34.6755566123378,Organización Izquierda Latinoamericana (Llajtay Manta),8
social organization,-58.464615154076,-34.6817921100691,ESCUELA AMERICO ITALO FORADORI Nº: 10 - D. E.: 21,8
social organization,-58.4637640066214,-34.6824141077708,ESCUELA REPUBLICA DE LA INDIA Nº: 6 - D. E.: 21,8
social organization,-58.4650297076902,-34.6777987625844,Punto Verde,8
social organization,-58.4649642393029,-34.6778708783381,Atajo Villa 20,8
social organization,-58.4653352905323,-34.6795204902958,CBC SEDE LUGANO,8
social organization,-58.4693066271441,-34.6717950690306,JIN A DE 21 (ESC. PRIM. Nº 04 DE 21),8
social organization,-58.4129712709164,-34.6571954064481,CPI Pilarcitos,4
social organization,-58.4014125288023,-34.6580555213437,Comedor Izquierda Unida,4
social organization,-58.394485578309,-34.6509710729855,Frente Popular Darío Santillán,4
social organization,-58.3990787740503,-34.6570086621536,Fundación Temas,4
social organization,-58.3947166787194,-34.6618470086503,Juegoteca y comedor Amor y Paz,4
social organization,-58.3953936076053,-34.6611893376232,Escuela de circo,4
social organization,-58.3955791533701,-34.6610857750282,Centro de salud de Nación,4
social organization,-58.4025513797265,-34.6521021123187,Organización La Poderosa,4
social organization,-58.4036046625018,-34.6512192208208,Centro cultural y recreativo y biblioteca Evita,4
social organization,-58.4036102733324,-34.6509983718946,Centro Cultural Martín Fierro,4
social organization,-58.3972472326126,-34.6555203258334,Osc Orilleros,4
social organization,-58.3979416659601,-34.6533031671036,Cine Fraternidad del Sur,4
social organization,-58.4023964138065,-34.6552074790208,La Usina,4
social organization,-58.468843818341,-34.6731209734644,JIN A Anexo Centro Comunitario Lujan de los Obreros DE 21,8
social organization,-58.4672720508432,-34.6771386545969,"Escuela Infantil N° 5 DE 21 ""Eve San Martín de Duprat""",8
social organization,-58.4663501528654,-34.6767170122924,Secundaria EMEN N°1 DE 21,8
social organization,-58.4880716735777,-34.6567519133779,"Primaria N° 19 DE 21 ""Hermanos Latinoamericanos""",9
social organization,-58.4661526758223,-34.6766991425171,"Jardín Inicial N° 8 DE 21 ""Osvaldo Soriano""",8
social organization,-58.4619543358455,-34.6719991674199,NIDO Barrio 20,8
social organization,-58.4337680455246,-34.6506694293783,NIDO 1-11-14,7
social organization,-58.4941970947994,-34.6686727286716,"Centro de Primera Infancia ""Donde Brilla el Sol""",8
social organization,-58.4558389337486,-34.6653574221661,"Centro Comunitario ""San Cayetano""",8
social organization,-58.4646842581637,-34.6754949595567,"Centro de Primera Infancia ""Puentecito Latinoamericano""",8
social organization,-58.4565809191806,-34.6859151182952,Casita Azul y Blanca,8
social organization,-58.4364338782061,-34.6621659901747,"Centro de Primera Infancia ""Chonito""",8
social organization,-58.4389672790414,-34.6607250721427,Casita San José,8
social organization,-58.4914273639819,-34.6782765529063,CeSAC Nº 7,8
social organization,-58.4531340935964,-34.6622865584485,Thiago Andres,8
social organization,-58.467459651823,-34.6605855575233,CeSAC Nº 28,8
social organization,-58.4029548426942,-34.6510329887921,Centro de Primera Infancia (CPI) Pim Pom,4
social organization,-58.4920067594759,-34.6675733777671,Comedor Comunitario Rincon de los Niños,8
social organization,-58.4923292498451,-34.6678864538412,Consejo Publico Tutelar,8
social organization,-58.4926565048659,-34.6677006909887,Corazones Solidarios Asoc. Civil,8
social organization,-58.4919414364605,-34.667067760267,Comedor Elva y Juan,8
social organization,-58.4881359642796,-34.6832763052992,Comedor Comunitario Papa Noel,8
social organization,-58.4052489044906,-34.655054564153,Capilla Nuestra Señora de la Medalla Milagrosa II,4
social organization,-58.3989569058964,-34.6517330001605,Capilla Santa María de Lavardén,4
social organization,-58.3946585502207,-34.6610572625772,Capilla Señor del Mailin,4
social organization,-58.4001223764681,-34.6542222727662,Capilla Jesús Vive,4
social organization,-58.4081418157884,-34.6521402230231,Esc. Primaria Común N° 16 Sabina Bove de Bozalla,4
social organization,-58.3956864098242,-34.6555979942621,Hogar Madre Teresa de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3969082550659,-34.6552810495886,Centro de día Cándida de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.3835987127868,-34.6332337159934,Farmacia de Cáritas,4
social organization,-58.3972773448341,-34.6560905887467,Comedor “Casita Augusto Conte”,4
social organization,-58.4528324959767,-34.6601167808729,"Cancha de fútbol "" La Jaulita""",8
social organization,-58.4530182033055,-34.6579894108663,Movimiento social Nuevo Soldati,8
social organization,-58.4689302915912,-34.6730210367772,Parroquia María Madre de la Esperanza,8
social organization,-58.4521288232253,-34.6602429226693,Comedor Arco Iris,8
social organization,-58.457735576085,-34.6558727176818,Comedor Comunitario El Manantial,8
social organization,-58.4573115010323,-34.6558998147002,Comedor Siempre Carrillo,8
social organization,-58.4528380793611,-34.6590305531135,Centro Cultural La Poderosa,8
social organization,-58.4570818769376,-34.6567790243524,Comedor Tiempos de Compartir,8
social organization,-58.4585865884448,-34.6579181032219,Comedor San Miguel Arcángel,8
social organization,-58.4561752759477,-34.6548792837424,Centro de Acceso a la Justicia Villa Soldati,8
social organization,-58.4733914941271,-34.6618384503278,Comedor Arco Iris,9
social organization,-58.4562333711148,-34.6548478105322,Hogar de Cristo Juan Pablo II,8
social organization,-58.4596636658215,-34.656753608148,Escuela Infantil N° 04/19° Dr. Ramón Carrillo,8
social organization,-58.4726110948068,-34.6588096977246,Comedor Nos Levantaremos,9
social organization,-58.4564064337316,-34.6556900360971,Cancha Johan Cruyff,8
social organization,-58.4966369007162,-34.6678116006788,JARDIN N° 19 D.E 20,9
social organization,-58.4309614549214,-34.654286462652,CeSAC Nº 32,4
social organization,-58.4450826576338,-34.6687578633795,Club Sacachispa Futbol,8
social organization,-58.4510599364359,-34.6585501874928,Escuela Especial Nº 7 Juan Pablo XXIII,8
social organization,-58.4433292304328,-34.6651546559841,Parroquia San Francisco de Asis,8
social organization,-58.4364132193116,-34.662079472498,"Centro de Primera Infancia ""Las Chanilas""",8
social organization,-58.4409727737618,-34.6647035421139,Asociación civil Las Abuelas,8
social organization,-58.441381476495,-34.6663532372055,Asociación civil Rayito de Sol,8
social organization,-58.4508355542264,-34.6637674099888,Comedor Los Mondonguitos,8
social organization,-58.4606924390331,-34.6719124177294,Centro Integral de la Mujer (CIM) Villa Soldati,8
social organization,-58.4432583669529,-34.6649322368102,Unidad Básica Las 20 verdades,8
social organization,-58.4294759710298,-34.6588281098096,Jardín de Infantes Nucleado D.E. 19 Letra A - 08/19º  D. E.: 19,8
social organization,-58.4343895620191,-34.6618286764562,"Jardín de Infantes Nucleado ""La Calesita de Pompeya"" D.E. 19 - (14/19º)  D. E.: 19",8
social organization,-58.4283461512328,-34.6605576898562,"Jardín de Infantes Nucleado A ""La Calesita de Pompeya"" D.E. 19 - (09/19º)  D. E.: 19",8
social organization,-58.4501062429427,-34.6624563273807,"Jardín de Infantes Integral Nº 10 D.E. 19 ""JII Nº 10""  Nº: 10 - D. E.: 19",8
social organization,-58.4432910646463,-34.6650712607007,Jardín de Infantes Integral Nº 07 D.E. 19  Nº: 07 - D. E.: 19,8
social organization,-58.4433019595999,-34.6651360595851,Jardín de Infantes Común Nº 03 D.E. 19 - Esc. Primaria 17/19º,8
social organization,-58.4446345339091,-34.6580107110993,Jardín de Infantes Común Nº D.E. 19 - 16/19º  D. E.: 19,8
social organization,-58.4429237344605,-34.6498680776216,Escuela de Árbitros A-1241 D. E.19,7
social organization,-58.4431457852525,-34.6653388247748,Comedor Solcitos de Soldati,8
social organization,-58.4400360642091,-34.6590068243326,Jardín Maternal San José,8
social organization,-58.4584621992764,-34.651287552876,Instituto Nuestra Señora de Fátima,7
social organization,-58.4348488234037,-34.6579142534682,Instituto Isaac Bakchellian,8
social organization,-58.4290619736883,-34.6574578160679,Instituto Nuestra Señora de Las Gracias,8
social organization,-58.4484473212272,-34.6577410677657,Instituto Nuestra Señora de Fátima,8
social organization,-58.440836850927,-34.6629817797353,Instituto San José,8
social organization,-58.4385512569646,-34.6629633197818,Instituto Cristo Obrero,8
social organization,-58.4569730229141,-34.6541991277708,"Escuela Primaria para Adultos Nº 19 D.E. 19 ""José Marti""",8
social organization,-58.4440328640129,-34.6654477315851,"Escuela Primaria para Adultos Nº 18 D.E. 19 ""San Juan Bautista de La Salle""",8
social organization,-58.448495605426,-34.6624690953405,Escuela Infantil Nº 09 D.E. 19,8
social organization,-58.4390336154883,-34.654773883917,Escuela Infantil Nº 05 D.E. 19 - Predio del Club San Lorenzo,7
social organization,-58.4568309034739,-34.658557557672,"Escuela de Jornada Simple Nº 19 D.E. 19 ""José Martí""",8
social organization,-58.4442292177442,-34.6655746374468,"Escuela de Jornada Simple Nº 18 D.E. 19 ""San Juan Bautista de la Salle""",8
social organization,-58.4441037525043,-34.6655694359152,"Escuela de Jornada Simple Nº 17 D.E. 19 ""Gaspar Lucilo Benavento""",8
social organization,-58.4442744417729,-34.6584210915604,"Escuela de Jornada Simple Nº 16 D.E. 19 ""William C. Morris""",8
social organization,-58.4284333059824,-34.6608515408094,"Escuela de Jornada Simple Nº 09 D.E. 19 ""Dr. José Benjamín Zubiaur""",8
social organization,-58.448992044951,-34.6621806933546,"Escuela de Jornada Completa Nº 20 D.E. 19 ""Maestro Carlos Alberto Carranza""",8
social organization,-58.4430735825106,-34.6620221333661,"Escuela de Jornada Completa Nº 15 D.E. 19 ""Evaristo Carriego""",8
social organization,-58.4356111948159,-34.6625840998482,"Escuela de Jornada Completa Nº 14 D.E. 19 ""Capitana María Remedios del Valle""",8
social organization,-58.4302554526785,-34.6601849781339,"Escuela de Jornada Completa Nº 08 D.E. 19 ""Dr. Luis F. Leloir""",8
social organization,-58.4486756400195,-34.6623248867779,"Escuela de Educación Media Nº 05 D.E. 19 ""EEM Nº 5""",8
social organization,-58.447159280661,-34.6618514501702,"Escuela de Educación Media Nº 02 D.E. 19 ""Arturo Jauretche""",8
social organization,-58.4529145877818,-34.6578091157051,"Club de Jóvenes ""Club Fatima"" DE 19",8
social organization,-58.4488774978337,-34.6621536374077,"Club de Jóvenes ""Club Arturo Jauretche"" DE 19",8
social organization,-58.4405254655505,-34.655518048742,Centro Infantil Nº 4 DE 19,8
social organization,-58.4434764767714,-34.6653259516264,CENS Nº 77 D.E. 19,8
social organization,-58.4487359107515,-34.6607308816877,CENS Nº 71 D.E. 19,8
social organization,-58.4415942094032,-34.6664181373898,Centro Educativo de Nivel Primario CENP Nº 52 D.E. 19 (CeSAC Nº 06),8
social organization,-58.4536144526976,-34.6623866258335,"Centro Educativo de Educación Permanente (CCEP) D.E. 21 ""Centro Los Piletones""",8
social organization,-58.4437383270853,-34.6652900883237,"Centro Educativo de Educación Permanente (CCEP) D.E. 19 ""Centro Corrales"" (Esc. Primaria 17/19º)",8
social organization,-58.4573001613508,-34.6560572253048,"Centro Educativo de Educación Permanente (CCEP) D.E. 19 ""Centro Carrillo""",8
social organization,-58.4563783270081,-34.6565105726076,"Centro de Alfabetización, Educación Básica y Trabajo (CAEBT) D.E. 19 - Centro Comunitario R. Carrillo",8
social organization,-58.4538140808417,-34.6625687566763,"Centro de Alfabetización, Educación Básica y Trabajo (CAEBT) D.E. 19 ""Centro Comunitario Los Piletones Nuestro Lugar en Mundo"" - Centro Los Piletones",8
social organization,-58.4568747102718,-34.6561281406886,"Centro de Alfabetización, Educación Básica y Trabajo (CAEBT) D.E. 19 ""CEC Dr. Ramón Carrillo""",8
social organization,-58.4491447929059,-34.6621040885583,"Centro de Alfabetización, Educación Básica y Trabajo (CAEBT) ""Centro 16 Virgencita de Luján"" - Escuela Nº 20  Nº: 16 - D. E. 19",8
social organization,-58.4317454774089,-34.6604016946299,Comisaria 36,8
social organization,-58.4532140584121,-34.6624580644749,Unidad de Orientación y Denuncia del Ministerio Público Fiscal,8
social organization,-58.4587181288378,-34.6580639634328,Comedor San Miguel Arcangel,8
social organization,-58.4535623447462,-34.6583223497706,Casa Fátima,8
social organization,-58.4523240960486,-34.6578411855001,Comedor Los Vecinitos,8
social organization,-58.4518707785501,-34.6581915796325,Cooperativa Retamo Limitado,8
social organization,-58.4506550984209,-34.6592872657685,"Centro Cultural, Recreativo y Educativo por los Derechos de Niños 3er Milenio",8
social organization,-58.4597858723725,-34.6566579095547,Asociación civil Barrio Lacarra,8
social organization,-58.4563292742747,-34.6548412330912,Hogar San Juan Pablo II,8
social organization,-58.4558233696505,-34.6569817430159,Comedor La Familia,8
social organization,-58.4730091367815,-34.6576378,Los Pibes Crecen,9
social organization,-58.432735824972,-34.6492512078448,Escuela Infantil Nº 06 D.E. 19,7
social organization,-58.4390857171962,-34.6441504746003,Parroquia San Judas Tadeo,7
social organization,-58.4390104084969,-34.6554140804886,Escuela Infantil Nº 05 D.E. 19 - Predio del Club San Lorenzo,8
social organization,-58.4328132224784,-34.6463486032291,"Escuela de Jornada Simple Nº 22 D.E. 19 ""Juana Azurduy""",4
social organization,-58.4316432920976,-34.6539023408515,"Escuela de Jornada Completa Nº 13 D.E. 19 ""Presbítero Alberti""",4
social organization,-58.4323000486357,-34.6477637309206,"Escuela Nº 11. Distrito Escolar 19º ""Ignacio Fermín Rodriguez""",4
social organization,-58.424232308361,-34.6508623914703,Centro de Prevención Social en Adicciones,4
social organization,-58.4320037641594,-34.6466584961779,"J.I.N. B ""Homero Manzi"" D.E. 19. Escuela Nº 11  D. E. 19",4
social organization,-58.4388393226233,-34.6475713770434,Polideportivo Rivadavia II,7
social organization,-58.444741450337,-34.6428037909371,Polideportivo CRA Nº 6,7
social organization,-58.4401906030335,-34.644592269471,La Otra Base de Encuentro,7
social organization,-58.4468180905525,-34.6489383525363,Certificado de Discapacidad,7
social organization,-58.4601646909534,-34.6248484415993,AySA,7
social organization,-58.4382442804692,-34.6495093461502,CeSAC N° 20,7
social organization,-58.466996821389,-34.6302840690783,Servicio Social Zonal nº 7,7
social organization,-58.4117879741379,-34.6120283785656,Programa Hombres Violentos,3
social organization,-58.4328568816786,-34.6480603266784,"EMEM N°3 D.E. 19 ""Prof. Carlos Geniso""",7
social organization,-58.4446908050662,-34.6500333012779,Capilla Itati,7
social organization,-58.4348971078754,-34.6591405949048,"Asesoria General Tutelar, Ministerio Públio Fiscal de la Ciudad",8
social organization,-58.4336844691943,-34.6502565379707,Parroquia Madre del Pueblo,7
social organization,-58.4322993526893,-34.6496702673929,Comedor Materito,7
social organization,-58.4341099676326,-34.6500177580503,Rinconcito de Esperanza,7
social organization,-58.4413217305273,-34.6440968008878,Jardín de Infantes Integral Nº 01 D.E. 19 - Escuela Primaria 12 D.E. 19,7
social organization,-58.4535051680543,-34.644328194376,Escuela infantil n° 4 D.E 11- Hospital de Agudos Parmenio Piñero,7
social organization,-58.4419264700812,-34.6465668408384,Comedor Rayito de luz,7
social organization,-58.4413650168796,-34.6454354414835,Centro de Accion Familiar N°3,7
social organization,-58.4413243703553,-34.6484980616892,La Sonrisa del Bajo Flores,7
social organization,-58.4326187953519,-34.6532199904811,Comedor Barrio San Martín,4
social organization,-58.435289434993,-34.6623496551622,Club Juventud Unida Soldati,8
social organization,-58.4837243625377,-34.6675657157969,Club Pampero,8
social organization,-58.4815023345557,-34.6838955157266,Club Yupanqui,8
social organization,-58.4763185068682,-34.6815840352291,Lugano Football Club,8
social organization,-58.4414475105859,-34.6607882501683,Asociación de Fomento Edilicio y Cultural José Soldati,8
social organization,-58.4320087445841,-34.6527306431287,Hogar de Cristo Centro de Formación Profesional N° 39 Padre Jorge Vernaza,4
social organization,-58.4438175152638,-34.6462584874651,Club Social y Deportivo Bajo Flores,7
social organization,-58.4409002845061,-34.6457166074043,Coopa,7
social organization,-58.374389881909,-34.6072834884121,Ministerio de Ambiente y Espacio Público,1
social organization,-58.4410644628236,-34.6477385577767,Asociación Civil Presidente Rivadavia 2,7
social organization,-58.5017451852538,-34.6608951758863,Club Nueva Chicago,9
social organization,-58.4641405319822,-34.6852986818555,Jóvenes Deportistas (A.C. Gral. Savio),8
social organization,-58.4407395697685,-34.6452886668737,El sapito glo-glo,7
social organization,-58.4407523820536,-34.6452843353093,Levántate y Anda,7
social organization,-58.443819074844,-34.6459902294145,Club Social Deportivo Rivadavia,7
social organization,-58.4534709090244,-34.6778741557172,Unidad de Gestión de Intervención Social (UGIS),8
social organization,-58.4862134502908,-34.6729468137413,Cuartel de Bomberos Albariño,8
social organization,-58.4866571738374,-34.684652130336,CeSAC N° 29,8
social organization,-58.4351308819588,-34.6469711401074,Biblioteca Javier Villafañe,7
social organization,-58.4401488923587,-34.6452143707686,Centro Madre Teresa de Calcuta,7
social organization,-58.4443460377306,-34.6456764264044,Centro de jubilados Presidente Rivadavia,7
social organization,-58.4445748093105,-34.6439645451126,El Hogar de los Niños,7
social organization,-58.4363385583759,-34.6480756661965,Asociación Civil Comisión Vecinal Acción Solidaria,7
social organization,-58.3863185953789,-34.581608138926,Detrás de todo Asociación Civil,1
social organization,-58.3813593372737,-34.5820794669059,Centro Cristiano Eben-Ezer,1
social organization,-58.3781942502649,-34.5834453802763,Cooperativa Bet - El,1
social organization,-58.441615044454,-34.6444628351506,La Cámpora,7
social organization,-58.4456725677497,-34.6498621695521,Guardia de electricidad,7
social organization,-58.4391148600411,-34.647354860124,"Comedor ""Mis Nietos""",7
social organization,-58.4451857744909,-34.6473716877386,Capilla San Antonio de Padua,7
social organization,-58.4773774368282,-34.677918693029,Club Atlético Lugano,8
social organization,-58.4574421492754,-34.6533247568903,Club Pintita,7
social organization,-58.467771768369,-34.6410697418741,Club Pedro Echague,7
social organization,-58.4766213136209,-34.665236529029,Club  Albariño,8
social organization,-58.3963428419985,-34.6473708628714,Club Barracas Central,4
social organization,-58.4870188526502,-34.6840004929913,Comedor Ositos Cariñosos,8
social organization,-58.4950940961939,-34.6704297810629,CeSAC N° 5,8
social organization,-58.5050501326915,-34.6596500937779,"Sede Comunal, Comuna 9",9
social organization,-58.4540028012304,-34.6836172121567,"Sede Comunal, Comuna 8",8
social organization,-58.462307260212,-34.6718853906557,Centro de Primera Infancia (CPI) La Buena Semilla,8
social organization,-58.4150580427268,-34.6516929798927,Centro Traful de Educación No Formal,4
social organization,-58.4522628577317,-34.6788485056308,"Centro Integral de la Mujer (CIM) ""Villa Lugano""",8
social organization,-58.4037731054459,-34.6521162303653,"Gendarmería, Policía Federal, Prefectura Naval Argentina, Unidad Cinturón Sur No. 32",4
social organization,-58.4003776291069,-34.6560943769747,Comedor “Asociación Vidas”,4
social organization,-58.4004743360218,-34.6561046957681,Cooperativa 1ro de marzo,4
social organization,-58.3969996910807,-34.6512609127601,Junta Vecinal Villa 21-24,4
social organization,-58.3990989025475,-34.6511935573399,Capilla San Expedito,4
social organization,-58.3986394713377,-34.6513283674308,Capilla San Juan,4
social organization,-58.4001703029707,-34.6561708927638,Capilla Lavardén,4
social organization,-58.3996793145276,-34.6562878264705,Capilla Virgen de Itatí,4
social organization,-58.4017004689558,-34.6521828187826,Capilla Desatanudos,4
social organization,-58.3960733381941,-34.6502012236568,Comedor “Trinidad” del Movimiento Barrios de Pie,4
social organization,-58.4101887179885,-34.649739372616,Centro “San José” de la Parroquia Nuestra Señora de Caacupé,4
social organization,-58.4061492102038,-34.65493884684,Centro de Formación Profesional (CFP) No. 15,4
social organization,-58.3869222148746,-34.5998079962747,Sede Comunal 1,1
social organization,-58.46835220791,-34.6760318477979,Escuela Infantil Nº5 D.E. 21,8
social organization,-58.4956669269992,-34.6704701919675,"Centro Infantil Mataderos, Jardín de Infantes Integral Nº 3 D.E. 20",8
social organization,-58.3769205660445,-34.5845193442653,Comedor Nuevos Horizontes,1
social organization,-58.4470122707214,-34.660418151344,Oficina central Subsecretaría de Hábitat e Inclusión,8
social organization,-58.4871877303531,-34.6837953487439,NIDO Inta,8
social organization,-58.4431513218226,-34.6654719321221,NIDO Soldati,8
social organization,-58.4500553885806,-34.6644839712232,Portal Veterinario Soldati,8
social organization,-58.4721579708575,-34.6553707608383,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),9
social organization,-58.4613798332511,-34.6716492088512,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),8
social organization,-58.494893395112,-34.6705767677319,Portal Inclusivo de la Subsecretaría de Hábitat e Inclusión (SSHI),8
social organization,-58.3772131755782,-34.5821846809571,Cooperativa de Trabajo Inmigrantes Limitada,1
social organization,-58.4643315638094,-34.6883274848279,Centro de Educacion No Formal Cafayate,8
social organization,-58.4319244663938,-34.6605279557725,Comisaría 40,8
social organization,-58.4698259494316,-34.6840860580611,Comisaría 52,8
social organization,-58.474211997171,-34.6783255786578,Comisaría 48,8
